school,major,degree,post_grad_earnings
Florida Career College-Orlando,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Orlando,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Orlando,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Florida Career College-Houston,"Computer and Information Sciences, General.",Associate's Degree,37126.0
Florida Career College-Houston,Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,32650.0
Florida Career College-Houston,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,36682.0
Indiana Wesleyan University-National & Global,Computer/Information Technology Administration and Management.,Associate's Degree,60236.0
Indiana Wesleyan University-National & Global,Management Information Systems and Services.,Bachelor's Degree,76486.0
Tulsa Technology Center,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,52579.0
Tulsa Technology Center,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,39740.0
Purdue University Global,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,109202.0
Purdue University Global,"Computer and Information Sciences, General.",Associate's Degree,52838.0
Purdue University Global,"Computer and Information Sciences, General.",Bachelor's Degree,73684.0
Purdue University Global,"Computer and Information Sciences, General.",Master's Degree,77600.0
Career Quest Learning Center-Mt. Pleasant,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,31769.0
Purdue University Northwest,"Computer and Information Sciences and Support Services, Other.",Bachelor's Degree,55444.0
University of Wisconsin-Milwaukee Flex,Information Science/Studies.,Bachelor's Degree,71313.0
Miller-Motte College-STVT-Arlington,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,45173.0
Indiana Institute of Technology-College of Professional Studies,"Computer and Information Sciences and Support Services, Other.",Bachelor's Degree,75090.0
Indiana Institute of Technology-College of Professional Studies,Security Science and Technology.,Bachelor's Degree,50311.0
National American University-Kings Bay,Computer/Information Technology Administration and Management.,Associate's Degree,51603.0
Fortis Institute-Cookeville,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,41984.0
The Pennsylvania State University,Food Science and Technology.,Bachelor's Degree,74291.0
The Pennsylvania State University,"Computer and Information Sciences, General.",Bachelor's Degree,116013.0
The Pennsylvania State University,"Computer and Information Sciences, General.",Master's Degree,140490.0
The Pennsylvania State University,Information Science/Studies.,Associate's Degree,66641.0
The Pennsylvania State University,Information Science/Studies.,Bachelor's Degree,92982.0
The Pennsylvania State University,Information Science/Studies.,Master's Degree,161845.0
The Pennsylvania State University,Computer Science.,Bachelor's Degree,114896.0
The Pennsylvania State University,Computer/Information Technology Administration and Management.,Bachelor's Degree,108251.0
The Pennsylvania State University,Computer Engineering.,Bachelor's Degree,110493.0
The Pennsylvania State University,Computer Engineering.,Master's Degree,137077.0
The Pennsylvania State University,Security Science and Technology.,Bachelor's Degree,66934.0
The Pennsylvania State University,Management Information Systems and Services.,Bachelor's Degree,94003.0
The Pennsylvania State University,Management Information Systems and Services.,Master's Degree,134187.0
San Joaquin Valley College-Rancho Mirage,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,67788.0
San Joaquin Valley College-Rancho Mirage,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,50235.0
San Joaquin Valley College-Santa Maria,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,67788.0
San Joaquin Valley College-Santa Maria,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,50235.0
King's College,Computer Programming.,Associate's Degree,36251.0
Globe University,"Computer and Information Sciences, General.",Bachelor's Degree,85348.0
Globe University,Computer Systems Networking and Telecommunications.,Associate's Degree,53222.0
Minneapolis Business College,Computer Programming.,Associate's Degree,55059.0
Minnesota School of Business,"Computer and Information Sciences, General.",Bachelor's Degree,73058.0
Minnesota School of Business,Computer Systems Networking and Telecommunications.,Associate's Degree,57688.0
Minnesota School of Business,Security Science and Technology.,Bachelor's Degree,72946.0
Cambria-Rowe Business College,Management Information Systems and Services.,Associate's Degree,35396.0
McCann School of Business & Technology,Computer/Information Technology Administration and Management.,Associate's Degree,43361.0
Miller-Motte Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,35841.0
Brown Mackie College (the -),Computer/Information Technology Administration and Management.,Associate's Degree,34942.0
Heald College,"Computer and Information Sciences and Support Services, Other.",Associate's Degree,54925.0
ITT Technical Institute,Computer Programming.,Associate's Degree,46181.0
ITT Technical Institute,Computer Software and Media Applications.,Associate's Degree,29909.0
ITT Technical Institute,Computer Systems Networking and Telecommunications.,Associate's Degree,45119.0
ITT Technical Institute,Computer/Information Technology Administration and Management.,Associate's Degree,46689.0
ITT Technical Institute,Computer/Information Technology Administration and Management.,Bachelor's Degree,61456.0
ITT Technical Institute,Security Science and Technology.,Associate's Degree,35997.0
Sanford-Brown College,"Computer and Information Sciences, General.",Associate's Degree,54157.0
Brightwood Career Institute,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,40344.0
Fountainhead College of Technology,Computer/Information Technology Administration and Management.,Associate's Degree,54278.0
Art Institute of Pittsburgh (The),Computer Software and Media Applications.,Undergraduate Certificate or Diploma,53742.0
Art Institute of Pittsburgh (The),Computer Software and Media Applications.,Associate's Degree,40729.0
Art Institute of Pittsburgh (The),Computer Software and Media Applications.,Bachelor's Degree,50960.0
Brightwood College,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,42580.0
Brightwood College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,56074.0
Brightwood College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,55916.0
Westwood College - Denver North,"Computer and Information Sciences, General.",Associate's Degree,51514.0
Westwood College - Denver North,Computer Software and Media Applications.,Bachelor's Degree,51340.0
Westwood College - Denver North,Computer/Information Technology Administration and Management.,Bachelor's Degree,67735.0
Brightwood Career Institute,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,42131.0
Art Institute of Portland (The),Computer Software and Media Applications.,Bachelor's Degree,60019.0
Anthem Institute,Computer Programming.,Bachelor's Degree,112964.0
Anthem Institute,Computer Software and Media Applications.,Bachelor's Degree,97539.0
Anthem Institute,Computer/Information Technology Administration and Management.,Bachelor's Degree,89766.0
Altierus Career Education,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,35815.0
Art Institutes International Minnesota (The),Computer Software and Media Applications.,Associate's Degree,31649.0
Art Institutes International Minnesota (The),Computer Software and Media Applications.,Bachelor's Degree,51949.0
Art Institutes International Minnesota (The),Computer/Information Technology Administration and Management.,Associate's Degree,38356.0
Hickey College,Computer Systems Networking and Telecommunications.,Associate's Degree,39295.0
Brightwood College,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,31169.0
Technical Career Institutes,Computer Engineering Technologies/Technicians.,Associate's Degree,47363.0
Westwood College - South Bay,"Computer and Information Sciences, General.",Associate's Degree,44427.0
Westwood College - South Bay,Computer/Information Technology Administration and Management.,Bachelor's Degree,56902.0
Illinois Institute of Art (The),Computer Software and Media Applications.,Bachelor's Degree,53066.0
Vatterott College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,37808.0
Art Institute of Colorado (The),Computer Software and Media Applications.,Associate's Degree,51946.0
Brightwood College,Computer Systems Networking and Telecommunications.,Associate's Degree,54714.0
Brightwood College,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,39668.0
Brightwood College,Computer/Information Technology Administration and Management.,Associate's Degree,39627.0
Brightwood College,"Computer and Information Sciences, General.",Associate's Degree,50550.0
Bramson ORT College Main Campus-01,Data Processing.,Associate's Degree,41442.0
Ridley - Lowell Business & Technical Institute,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,40140.0
Ridley - Lowell Business & Technical Institute,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,43055.0
